date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:55	28295/28295	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:10:57%20GMT	http://webapplayers.com/inspinia_admin-v2.1/badges_labels.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/badges_labels.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:06:56	44816/44816	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:12:10%20GMT	http://webapplayers.com/inspinia_admin-v2.1/grid_options.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/grid_options.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:06:56	37614/37614	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:16:19%20GMT	http://webapplayers.com/inspinia_admin-v2.1/table_basic.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/table_basic.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:06:57	58251/58251	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:16:20%20GMT	http://webapplayers.com/inspinia_admin-v2.1/table_data_tables.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/table_data_tables.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:06:58	29352/29352	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:12:45%20GMT	http://webapplayers.com/inspinia_admin-v2.1/jq_grid.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/jq_grid.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:06:59	31910/31910	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:10:57%20GMT	http://webapplayers.com/inspinia_admin-v2.1/basic_gallery.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/basic_gallery.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:06:59	31627/31627	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:10:59%20GMT	http://webapplayers.com/inspinia_admin-v2.1/carousel.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/carousel.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:07:00	33467/33467	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:11:42%20GMT	http://webapplayers.com/inspinia_admin-v2.1/css_animation.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/css_animation.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:07:01	24399/24399	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20May%202015%2018:16:03%20GMT	http://webapplayers.com/inspinia_admin-v2.1/Landing_page/index.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/Landing_page/index.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:07:02	34205/34205	---MCZ	200	added ('OK')	text/html	date:Tue,%2012%20May%202015%2009:42:15%20GMT	http://webapplayers.com/inspinia_admin-v2.1/package.html	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/package.html	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:07:03	11361/11361	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20May%202015%2018:12:13%20GMT	http://webapplayers.com/inspinia_admin-v2.1/img/a7.jpg	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/img/a7.jpg	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:07:04	5916/5916	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20May%202015%2018:12:12%20GMT	http://webapplayers.com/inspinia_admin-v2.1/img/a4.jpg	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/img/a4.jpg	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:07:07	19568/19568	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20May%202015%2018:12:11%20GMT	http://webapplayers.com/inspinia_admin-v2.1/img/a2.jpg	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/img/a2.jpg	(from http://webapplayers.com/inspinia_admin-v2.1/)
16:07:07	38520/38520	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20May%202015%2018:12:38%20GMT	http://webapplayers.com/inspinia_admin-v2.1/img/profile.jpg	C:/My%20Web%20Sites/projectblue/webapplayers.com/inspinia_admin-v2.1/img/profile.jpg	(from http://webapplayers.com/inspinia_admin-v2.1/)
